,job_title,adv_job_title,description_languages,description_tools,description_databases,description_softskills,description_experience,description_qualification
5958,enrollment student service data system operation analyst,data analyst,['sql'],['business intelligence'],[],"['planning', 'analytics', 'responsibility', 'management', 'accuracy', 'management', 'collaboration', 'responsibility', 'communication', 'analytics', 'analytics', 'commitment', 'welcoming', 'organization', 'problem solving']","['5 year', '2 year']","['bachelor', 'bachelor degree', 'master degree']"
5959,lead data analyst product,data analyst,"['sql', 'python', 'r']",[],[],"['management', 'responsibility', 'experimentation', 'economics', 'mathematics', 'analytics', 'analytics', 'experimentation', 'communication', 'decision making', 'decision making']",['5+ year'],[]
5960,biological data analyst,data analyst,"['r', 'shell']",[],[],"['organization', 'innovation', 'mathematics', 'computer science', 'data modeling']",[],[]
5961,bi data analyst tibco spotfire,data analyst,"['r', 'sql']","['bi', 'tibco', 'spotfire', 'tibco spotfire']",[],"['organization', 'management', 'analytics', 'analytics', 'communication', 'collaboration', 'team work']",['four year'],['bachelor']
5962,data analyst life science,data science analyst,"['sql', 'sql', 'sql', 'sql', 'r']",['oracle'],"['oracle', 'sql server']",['communication'],['2+ year'],[]
5963,sr data analyst healthcare,data analyst,['sql'],['excel'],[],"['analytics', 'management', 'responsibility', 'organization', 'presentation', 'organization', 'management', 'commitment']",[],[]
5964,senior data analyst health care innovation,data analyst,"['stata', 'r', 'sql', 'python']",[],[],"['economics', 'innovation', 'responsibility', 'presentation']",['4+ year'],[]
5965,technical business analyst sql data specialist,data analyst,"['sql', 'sql']",[],['sql server'],"['responsibility', 'management', 'management']","['8 year', '2 year']","['bachelor', 'bachelor degree', 'master degree']"
5966,lead data engineer capital market business analyst,data analyst,"['python', 'sql', 'sql']","['oracle', 'business intelligence']","['oracle', 'sql server']","['customer', 'customer', 'customer', 'responsibility', 'analytics', 'customer', 'management', 'communication', 'management', 'system analysis', 'data modeling', 'system analysis']","['4+ year', '5+ year', '5+ year', '5+ year', '5+ year', '5+ year', '3+ year', '3+ year', '5+ year']","['ba degree', 'ba degree']"
5967,data policy analyst writercoordinator,data analyst,[],[],[],"['communication', 'presentation', 'communication', 'management', 'written communication', 'project management', 'critical thinking', 'problem solving']",[],['bachelor']
5968,master data management mdm business system analyst,data analyst,[],"['qlikview', 'business intelligence', 'business intelligence']",[],"['analytics', 'management', 'customer', 'management', 'customer', 'communication', 'motivation', 'flexibility', 'management', 'time management']",[],[]
5969,sr bi data analyst spotfire exp biopharmaclinical industrysouth san francisco california w,data analyst,"['r', 'sql']","['bi', 'spotfire', 'tibco', 'spotfire', 'tibco spotfire']",[],"['organization', 'creativity', 'customer', 'organization', 'management', 'analytics', 'analytics', 'communication', 'collaboration', 'team work']",['four year'],['bachelor']
5970,senior business technology analyst mdm data management,data analyst,[],['business intelligence'],[],"['customer', 'customer', 'analytics', 'organization', 'customer', 'analytics', 'management', 'organization', 'management', 'discipline', 'management', 'management', 'analytics', 'management', 'communication', 'organization', 'planning', 'leadership', 'presentation', 'leadership', 'communication', 'computer science', 'written communication', 'written communication', 'problem solving']",['6 year'],"['bachelor', 'master degree']"
5971,senior sa data analyst,data analyst,['sql'],"['tableau', 'oracle', 'bi', 'spotfire', 'excel', 'tableau', 'spotfire', 'tableau', 'spotfire', 'power bi']",['oracle'],"['analytics', 'analytics', 'analytics', 'management', 'communication', 'leadership', 'communication', 'presentation', 'management', 'management', 'analytics', 'management', 'management', 'analytics', 'customer', 'mathematics', 'mathematics', 'management', 'leadership', 'planning', 'management', 'management', 'oral communication', 'computer science', 'computer science', 'problem solving', 'decision making', 'time management', 'project management']","['5 year', '3 year', '3 year', '7 year', '5 year', '5 year', '5 year']","['bachelor', 'bachelor degree']"
5972,lead data analyst,data analyst,['sql'],"['oracle', 'tableau']",['oracle'],"['communication', 'leadership', 'management', 'communication', 'discipline', 'motivation', 'customer', 'logical', 'communication', 'communication', 'communication', 'management', 'system analysis', 'verbal communication', 'system analysis', 'problem solving', 'data modeling', 'computer science']",[],"['bachelor', 'bachelor degree']"
5973,cybersecurity analyst payment card industry data security standard pcidss,data analyst,[],[],[],[],[],[]
5974,business analyst data loss prevention dlp concept,data analyst,[],[],[],"['organization', 'creativity', 'customer']",['5+ year'],[]
5975,sr analyst financial data reporting,data analyst,[],"['tableau', 'excel', 'sap', 'cognos', 'tableau', 'business intelligence']",[],"['analytics', 'analytics', 'management', 'organization', 'communication', 'management', 'organization', 'organization', 'analytics', 'planning', 'communication', 'analytics', 'curiosity', 'organization', 'management', 'presentation', 'presentation', 'business acumen', 'project management']",['4 year'],['ba degree']
5976,lead data analyst product,data analyst,"['sql', 'python', 'r']",[],[],"['management', 'experimentation', 'economics', 'mathematics', 'analytics', 'analytics', 'experimentation', 'communication', 'decision making', 'decision making']",['5+ year'],[]
5977,business analyst ii scientific business analyst preclinical data,data analyst,[],[],[],"['responsibility', 'communication', 'analytics', 'management', 'commitment', 'computer science', 'written communication']",['6+ year'],"['bachelor', 'bachelor degree']"
5978,sr process analyst data privacy project,data analyst,['sql'],['bi'],[],['responsibility'],[],[]
5979,data analystit ii,others,[],"['oracle', 'oracle']","['oracle', 'oracle']","['creativity', 'management', 'management', 'management']",['6 year'],"['bachelor', 'bachelor degree']"
5980,senior financial system analyst business intelligence data modeler,data analyst,['sql'],"['sap', 'oracle', 'cognos', 'oracle', 'excel', 'business intelligence', 'business intelligence', 'business intelligence', 'business intelligence']","['oracle', 'oracle']","['management', 'innovation', 'confidence', 'responsibility', 'customer', 'customer', 'customer', 'management', 'communication', 'organization', 'project management']",[],['bachelor']
5981,sr data analyst banking domain,data analyst,[],[],[],[],[],[]
5982,data analyst,data analyst,"['sql', 'sql', 'python', 'r']","['tableau', 'excel', 'business intelligence', 'business intelligence', 'microsoft excel', 'business intelligence']",[],"['innovation', 'curiosity', 'mining', 'organization', 'communication', 'leadership', 'customer', 'analytics', 'mathematics', 'management', 'communication', 'management', 'innovation', 'responsibility', 'commitment', 'organization', 'team work', 'computer science', 'critical thinking', 'project management', 'verbal communication']","['2+ year', '2+ year']",['bachelor']
5983,healthcare data analyst,data analyst,"['sql', 'sql']","['excel', 'excel', 'microsoft excel', 'microsoft excel']",[],"['analytics', 'mining', 'analytics', 'analytics', 'communication', 'data mining', 'verbal communication', 'critical thinking']",['2+ year'],"['bachelor', 'bachelor degree']"
5984,data analyst,data analyst,[],[],[],"['management', 'communication', 'communication', 'mathematics', 'project management', 'critical thinking', 'problem solving', 'verbal communication']",[],[]
5985,data analyst predictive analytics,data analyst,"['r', 'mysql', 'r', 'sql']","['rapidminer', 'excel', 'excel', 'excel']",['mysql'],"['mining', 'analytics', 'organization', 'innovation', 'customer', 'analytics', 'organization', 'analytics', 'mining', 'analytics', 'kpis', 'presentation', 'leadership', 'analytics', 'mining', 'communication', 'innovation', 'customer', 'customer', 'customer', 'data mining', 'decision making', 'data mining', 'problem solving', 'oral communication', 'customer service']",['4+ year'],[]
5986,healthcare data analyst,data analyst,"['sql', 'sql', 'sql', 'sql', 'sql']","['oracle', 'excel', 'oracle']","['oracle', 'oracle', 'sql server', 'sql server', 'sql server']","['data modeling', 'team work']","['5+ year', '4+ year', '3+ year']",[]
5987,data analyst,data analyst,"['sql', 'sql', 'python']","['tableau', 'chartio', 'tableau', 'business intelligence']",[],"['organization', 'customer', 'customer', 'customer', 'customer', 'analytics', 'leadership', 'analytics', 'customer']",['2+ year'],[]
5988,data analyst,data analyst,"['r', 'sql', 'python', 'r', 'html', 'javascript']",[],[],"['responsibility', 'presentation', 'organization', 'customer', 'organization', 'customer', 'data cleaning']","['2 year', '4 year']","['phd', 'bachelor', 'master degree', 'bachelor degree']"
5989,junior data analyst,data analyst,"['sql', 'xml', 'javascript']",['excel'],[],"['analytics', 'management', 'mining', 'accuracy', 'management', 'management', 'data mining', 'computer science', 'project management']",[],[]
5990,covid data analyst,data analyst,"['r', 'sql', 'python', 'r', 'html', 'javascript']",[],[],"['responsibility', 'presentation', 'organization', 'data cleaning']","['2 year', '4 year']","['phd', 'bachelor']"
5991,business data analyst,data analyst,['sql'],['excel'],[],"['innovation', 'customer', 'analytics', 'accuracy', 'responsibility', 'communication', 'management', 'management', 'analytics', 'verbal communication']",['3+ year'],['bachelor']
5992,junior data analyst python,data analyst,"['python', 'python', 'r', 'python', 'r', 'python', 'r', 'python', 'r', 'sql', 'python', 'r']",['panda'],[],"['data cleaning', 'data cleaning']",['1 year'],[]
5993,it data analyst power bi,data analyst,"['r', 'sql']","['excel', 'microsoft excel']",[],"['commitment', 'analytics', 'customer', 'management', 'kpis', 'analytics', 'customer', 'analytics', 'leadership', 'customer', 'management', 'analytics', 'analytics', 'analytics', 'reliability', 'mathematics', 'economics', 'analytics', 'management', 'analytics', 'organization', 'decision making', 'computer science']",['four year'],[]
5994,data analyst,data analyst,"['sql', 'xml', 'javascript']",['excel'],[],"['analytics', 'management', 'mining', 'accuracy', 'management', 'management', 'data mining', 'computer science', 'project management']",[],[]
5995,local data analyst clinical,data analyst,[],"['sap', 'sap', 'sap', 'sap', 'sap', 'sap', 'excel']",[],"['responsibility', 'management', 'accuracy', 'accuracy', 'communication', 'management', 'critical thinking', 'problem solving', 'verbal communication', 'self management']",[],[]
5996,quality data analyst,data analyst,[],"['sap', 'excel', 'microsoft excel']",[],"['responsibility', 'customer', 'accuracy', 'accuracy', 'customer', 'customer', 'management', 'customer', 'organization', 'problem solving']",['2 year'],[]
5997,senior data analyst,data analyst,"['sql', 'sql', 'sql', 'sql', 'c']",[],"['sql server', 'sql server', 'sql server', 'microsoft sql server']","['management', 'communication']",[],[]
5998,ending hiv epidemic data analyst,data analyst,[],[],[],"['organization', 'coordination', 'management', 'discipline', 'management', 'client service']",[],"['bachelor', 'bachelor degree']"
5999,senior data analyst,data analyst,['sql'],"['bi', 'tableau', 'qlik', 'spotfire', 'excel', 'business intelligence']",['sql server'],"['customer', 'customer', 'leadership', 'accuracy', 'responsibility', 'responsibility', 'flexibility', 'mathematics', 'communication', 'presentation', 'customer', 'kpis', 'economics', 'mathematics', 'honesty', 'decision making', 'critical thinking', 'computer science', 'constructive feedback']",['4+ year'],"['bachelor', 'bachelor degree']"
